店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
セブンイレブン 高崎大沢町店,大沢町,027-353-1138,コンビニ,,36.350918,139.063828,town,gsi
セブンイレブン 高崎大橋町,並榎町,,コンビニ,,36.338478,138.992172,town,gsi
セブンイレブン 高崎貝沢町店,貝沢町,027-362-2587,コンビニ,,36.34441,139.023041,town,gsi
セブンイレブン 高崎上佐野町店,上佐野町,027-325-5733,コンビニ,,36.304047,139.022369,town,gsi
セブンイレブン 高崎倉賀野町上町店,倉賀野町,027-346-8556,コンビニ,,36.298168,139.057709,town,gsi
セブンイレブン 高崎倉渕三ノ倉店,倉渕町三ノ倉,027-378-3148,コンビニ,,36.420166,138.808609,town,gsi
セブンイレブン 高崎経大前店,下小塙町,027-344-4021,コンビニ,,36.350662,138.972992,town,gsi
セブンイレブン 高崎剣崎町店,剣崎町,027-344-5015,コンビニ,,36.344723,138.95549,town,gsi
セブンイレブン 高崎３５４バイパス店,南大類町,027-353-6711,コンビニ,,36.32637,139.042358,town,gsi
セブンイレブン 高崎下大類町店,下大類町,027-352-7118,コンビニ,,36.315952,139.062363,town,gsi
セブンイレブン 高崎下斎田町店,下斉田町,027-347-4223,コンビニ,,36.308746,139.031006,town,gsi
セブンイレブン 高崎下中居町店,下中居町,027-347-2034,コンビニ,,36.311886,139.038788,town,gsi
セブンイレブン 高崎下室田町店,下室田町,027-374-1132,コンビニ,,36.407383,138.892914,town,gsi
セブンイレブン 高崎塚沢店,飯塚町,027-363-0781,コンビニ,,36.341881,139.006836,town,gsi
セブンイレブン 高崎筑縄町店,上並榎町,,コンビニ,,36.340405,138.986862,town,gsi
セブンイレブン 高崎稲荷台町店,稲荷台町,027-373-3017,コンビニ,,36.382751,139.023468,town,gsi
セブンイレブン 高崎中泉町,福島町,027-373-3750,コンビニ,,36.367016,139.000336,town,gsi
セブンイレブン 高崎中里見町店,中里見町,027-374-3998,コンビニ,,36.368881,138.905396,town,gsi
セブンイレブン 高崎福島店,福島町,027-373-9733,コンビニ,,36.367016,139.000336,town,gsi
セブンイレブン 高崎藤塚町店,藤塚町,027-326-7088,コンビニ,,36.334072,138.957794,town,gsi
セブンイレブン 高崎本郷町店,本郷町,027-344-4807,コンビニ,,36.364155,138.939362,town,gsi
セブンイレブン 高崎箕郷上芝,箕郷町上芝,,コンビニ,,36.386776,138.959167,town,gsi
セブンイレブン 高崎箕郷上芝西店,箕郷町上芝,027-371-1700,コンビニ,,36.386776,138.959167,town,gsi
セブンイレブン 高崎元島名町店,元島名町,027-388-1072,コンビニ,,36.329754,139.062271,town,gsi
セブンイレブン 高崎山名町,山名町,027-346-7477,コンビニ,,36.279461,139.029343,town,gsi
セブンイレブン 高崎若田町店,若田町,027-344-8522,コンビニ,,36.347771,138.938339,town,gsi
セブンイレブン 高崎南大類町西店,南大類町,027-352-7066,コンビニ,,36.32637,139.042358,town,gsi
セブンイレブン 吉井南陽台店,吉井町馬庭,027-388-3871,コンビニ,,36.274452,139.009216,town,gsi
高崎市役所地下売店 スイートピー,高松町,027-321-7021,コンビニ,,36.323921,139.001572,town,gsi
NewDays高崎１号店,八島町,027-310-3756,コンビニ,,36.32185,139.0112,town,gsi
NewDays高崎２４号店,八島町,027-310-1850,コンビニ,,36.32185,139.0112,town,gsi
NewDaysミニ新町店,新町,027-440-3360,コンビニ,,36.272076,139.111679,town,gsi
NewDaysミニ高崎西口店,八島町,027-310-2370,コンビニ,,36.32185,139.0112,town,gsi
NewDaysミニ高崎２１号店,八島町,027-320-1044,コンビニ,,36.32185,139.0112,town,gsi
ファミリーマート 高崎中居町店,中居町,027-350-1621,コンビニ,,36.320415,139.037994,town,gsi
ファミリーマート 高崎下小鳥町店,下小鳥町,027-370-7547,コンビニ,,36.353416,138.996078,town,gsi
ファミリーマート 高崎萩原町店,萩原町,027-350-7010,コンビニ,,36.343136,139.070358,town,gsi
ファミリーマート 高崎あら町,あら町,027-310-1025,コンビニ,,36.322086,139.007858,town,gsi
ファミリーマート 高崎飯塚北店,飯塚町,027-370-0023,コンビニ,,36.341881,139.006836,town,gsi
ファミリーマート 高崎飯塚町店,飯塚町,027-370-5360,コンビニ,,36.341881,139.006836,town,gsi
ファミリーマート 高崎石原町,石原町,027-320-7676,コンビニ,,36.305721,138.99585,town,gsi
ファミリーマート 高崎駅西口,八島町,027-310-5051,コンビニ,,36.32185,139.0112,town,gsi
ファミリーマート 高崎問屋町二丁目店,問屋町,027-370-8545,コンビニ,,36.348717,139.008499,town,gsi
ファミリーマート 高崎浜川町店,浜川町,027-360-4371,コンビニ,,36.369167,138.980423,town,gsi
ファミリーマート 高崎ハリスホテルWEST店,あら町,080-3936-3841,コンビニ,,36.322086,139.007858,town,gsi
ファミリーマート 高崎宮元町店,宮元町,027-330-1317,コンビニ,,36.322605,139.005295,town,gsi
ファミリーマート 高崎問屋西一丁目店,問屋町西,027-370-8771,コンビニ,,36.349506,139.005585,town,gsi
ミニストップ 高崎岩押町店,岩押町,027-326-7902,コンビニ,,36.322388,139.021149,town,gsi
ミニストップ 高崎大八木店,大八木町,027-363-3522,コンビニ,,36.36134,138.999573,town,gsi
ミニストップ 高崎片岡町店,片岡町,027-326-6615,コンビニ,,36.320522,138.996811,town,gsi
ミニストップ 高崎菅谷町店,菅谷町,027-373-2765,コンビニ,,36.378056,139.015472,town,gsi
ミニストップ 高崎矢中店,矢中町,027-353-6650,コンビニ,,36.310818,139.050934,town,gsi
ローソン 高崎駅西口店,八島町,027-325-0909,コンビニ,,36.32185,139.0112,town,gsi
ローソン イーサイト高崎店,八島町,027-327-3963,コンビニ,,36.32185,139.0112,town,gsi
ローソン 高崎井出店,井出町,027-360-6053,コンビニ,,36.372482,138.988953,town,gsi
ローソン 高崎井野駅前店,井野町,027-363-5566,コンビニ,,36.355373,139.02652,town,gsi
ローソン 高崎インター店,島野町,027-352-6707,コンビニ,,36.337391,139.063797,town,gsi
ローソン 高崎江木,江木町,027-384-4202,コンビニ,,36.331066,139.020416,town,gsi
ローソン 高崎大橋町店,大橋町,027-364-1500,コンビニ,,36.338127,138.999695,town,gsi
ローソン 高崎片岡町一丁目店,片岡町,027-327-0390,コンビニ,,36.320522,138.996811,town,gsi
ローソン 高崎金井沢店,足門町,027-373-0848,コンビニ,,36.398323,138.991531,town,gsi
ローソン 高崎金古町店,金古町,027-373-7070,コンビニ,,36.412426,138.994278,town,gsi
ローソン 高崎上中居店,上中居町,027-352-0151,コンビニ,,36.31897,139.030075,town,gsi
ローソン 高崎上中居南店,上中居町,027-327-1063,コンビニ,,36.31897,139.030075,town,gsi
ローソン 高崎剣崎店,剣崎町,027-344-1379,コンビニ,,36.344723,138.95549,town,gsi
ローソン 高崎神戸店,神戸町,027-340-5012,コンビニ,,36.373501,138.916733,town,gsi
ローソン 高崎栄町店,栄町,027-323-6301,コンビニ,,36.320877,139.015915,town,gsi
ローソン 高崎下小塙店,下小塙町,027-344-3600,コンビニ,,36.350662,138.972992,town,gsi
ローソン 高崎下豊岡町店,下豊岡町,027-327-3722,コンビニ,,36.332787,138.985275,town,gsi
ローソン 高崎下之城,下之城町,027-310-1040,コンビニ,,36.308746,139.031006,town,gsi
ローソン 高崎寺尾町店,寺尾町,027-321-3463,コンビニ,,36.297123,138.990768,town,gsi
ローソン 高崎東貝沢店,東貝沢町,027-353-3831,コンビニ,,36.34214,139.033829,town,gsi
ローソン 高崎箕郷町西明屋店,箕郷町西明屋,027-371-7770,コンビニ,,36.398365,138.953888,town,gsi
ローソン 高崎南新波店,南新波町,027-340-7025,コンビニ,,36.360313,138.972488,town,gsi
ローソン 高崎八島町店,八島町,027-327-8963,コンビニ,,36.32185,139.0112,town,gsi
ローソン 吉井インター店,吉井町矢田,027-387-9290,コンビニ,,36.250435,138.997314,town,gsi
ローソン 吉井長根店,吉井町長根,027-386-0035,コンビニ,,36.241974,138.960907,town,gsi
ローソン 群馬町棟高,棟高町,027-372-1041,コンビニ,,36.385422,139.006836,town,gsi
ローソン 高崎江木町東,江木町,027-321-5505,コンビニ,,36.331066,139.020416,town,gsi
ローソン 高崎上大類町,上大類町,027-395-0059,コンビニ,,36.336403,139.033966,town,gsi
ローソン 高崎上豊岡町店,上豊岡町,027-344-6774,コンビニ,,36.338272,138.966644,town,gsi
ローソン 高崎小八木町,小八木町,027-361-9005,コンビニ,,36.36195,139.014374,town,gsi
ローソン 高崎下大島町店,下大島町,027-381-8813,コンビニ,,36.352768,138.940659,town,gsi
ローソン 高崎宿大類町店,宿大類町,027-352-9898,コンビニ,,36.332493,139.046478,town,gsi
ローソン 高崎中泉町,中泉町,027-381-8863,コンビニ,,36.373325,139.000565,town,gsi
ローソン 高崎箕郷町下芝店,箕郷町下芝,027-371-7525,コンビニ,,36.3759,138.961197,town,gsi
"雑貨・だるま・工芸品・ギフト・金物・ハ
ンコ等",,雑貨・だるま・,工雑芸貨・品だ・るギまフ・工ト芸・金品・物ギフ・ハト・ン金物コ・等ハンコ等,,,,none,
Art＆Zakka coppahouse,飯塚町,027-388-8277,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.341881,139.006836,town,gsi
atelier meko,八島町,027-327-9677,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.32185,139.0112,town,gsi
アトリエ新井文月,吉井町長根,090-8518-0851,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.241974,138.960907,town,gsi
雨ザラシ工房,上小鳥町,027-364-3648,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.356945,138.988312,town,gsi
アミング 高崎飯塚店,飯塚町,027-370-3320,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.341881,139.006836,town,gsi
アミング 高崎上中居店,上中居町,027-350-9292,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.31897,139.030075,town,gsi
いたがき,島野町,027-352-7756,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.337391,139.063797,town,gsi
今井だるま店 ＮＡＹＡ,上豊岡町,027-323-5145,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.338272,138.966644,town,gsi
ヴィシーズ 高崎店,上中居町,027-310-6011,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.31897,139.030075,town,gsi
ｅ’ｖａｎｇｉｌｅ,棟高町,027-310-9115,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
エヴァンジル,八島町,027-326-0007,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
大友印舗,連雀町,027-322-5790,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.324718,139.007156,town,gsi
岡村鞄製作所,台町,027-323-1236,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.334923,138.999176,town,gsi
ギフト創造館ヨシダ,問屋町西,027-362-6255,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.349506,139.005585,town,gsi
Candying,下里見町,027-343-2970,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.359371,138.918839,town,gsi
キラキラドンキ,八島町,03-6674-2237,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
倉屋,問屋町西,027-361-3441,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.349506,139.005585,town,gsi
GLOBAL SELECTION,棟高町,027-384-8663,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
群馬いろは,八島町,027-321-0067,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イーサイト,36.32185,139.0112,town,gsi
ぐんまちゃんＳＨＯＰ,八島町,027-324-8688,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イーサイト,36.32185,139.0112,town,gsi
毛糸蔵かんざわ,並榎町,027-363-7739,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.338478,138.992172,town,gsi
KEYUCA,八島町,027-386-3671,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
ザ・ダイソー,八島町,082-420-0100,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
サトウカバン店,新町,0274-42-0227,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.272076,139.111679,town,gsi
佐渡屋金物店,九蔵町,027-322-2422,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.330132,139.007263,town,gsi
SABI,通町,027-325-0225,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.324619,139.009384,town,gsi
サラダ館 榛名店,本郷町,027-344-5533,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.364155,138.939362,town,gsi
サラダボウル,八島町,027-384-3588,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
サンキューマート,八島町,070-8782-2241,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
サンホビー,日高町,027-361-9927,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.359898,139.034042,town,gsi
Sanrio GIFT GATE,棟高町,027-310-9164,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
清水屋金物店,通町,027-322-6894,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.324619,139.009384,town,gsi
手芸センタードリーム高崎棟高店,棟高町,027ｰ386ｰ3137,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.385422,139.006836,town,gsi
"上信電鉄 本社 総務部
(創立130周年記念グッズのみ対象）",鶴見町,027-323-8066,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.319473,139.010803,town,gsi
STYLE LEATHER CRAFT,棟高町,027-381-5823,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
3COINS+plus,八島町,027-326-5322,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
3COINS+plus,棟高町,027-386-9332,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
スリーフォータイム,八島町,027-395-4511,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
せきぐち陶器,田町,027-322-2732,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.32732,139.006653,town,gsi
Ｓｅｒｉａ,八島町,027-387-0210,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
セリア,矢中町,027-329-6571,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.310818,139.050934,town,gsi
泰山,片岡町,027-327-2366,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.320522,138.996811,town,gsi
DAISO,棟高町,070-7573-9407,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
ダイソー はるなパワーセンター店,中里見町,027-388-9006,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.368881,138.905396,town,gsi
ダイソー 箕郷店,箕郷町上芝,027-371-1030,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.386776,138.959167,town,gsi
高崎じまん,八島町,027-381-6967,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
高崎ハンコセンター,緑町,027-388-9714,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.350552,139.002823,town,gsi
武部商店,新町,0274-42-0862,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.272076,139.111679,town,gsi
CHELSEA New York,棟高町,027-386-3888,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
toool つーーーる,上並榎町,027-362-7167,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.340405,138.986862,town,gsi
212 KITCHEN STORE,棟高町,027-310-9045,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
T-fal store,棟高町,027-373-5560,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
デコホーム,八島町,0120-014-210,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
トイプラネット 高崎棟高店,棟高町,027-386-9922,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.385422,139.006836,town,gsi
東洋羽毛北関東販売 群馬営業所,新保町,027-360-5100,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.3479,139.040588,town,gsi
中川政七商店,八島町,027-386-6707,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
中喜屋,中豊岡町,027-323-2220,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.336853,138.973557,town,gsi
中村染工場,常盤町,027-322-5202,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.327984,138.997726,town,gsi
NAUGHTIAM,棟高町,027-310-9334,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
パーツクラブ,八島町,027-384-4082,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
パティズ,矢中町,027-347-3900,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.310818,139.050934,town,gsi
HANAGATAYA 高崎,八島町,027-335-9422,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.32185,139.0112,town,gsi
HANAGATAYA高崎新幹線,八島町,027-327-7277,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.32185,139.0112,town,gsi
H&D Happiness,棟高町,027-310-9605,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
ハンコ卸売センター 高崎店,貝沢町,027-370-5588,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.34441,139.023041,town,gsi
ハンズ,八島町,027-345-3051,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
ハンプティーダンプティー高崎上中居店,上中居町,027-326-1985,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.31897,139.030075,town,gsi
ハンプティーダンプティー高崎上並榎店,上並榎町,027-364-9020,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.340405,138.986862,town,gsi
B-DESIGN HOME,棟高町,027-386-9653,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
ビーランゲージ,八島町,,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
筆匠洲崎,問屋町,027-361-8967,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.348717,139.008499,town,gsi
Pivot,棟高町,027-372-7385,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
Flying Tiger Copenhagen,棟高町,027-388-8078,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
プラザ,八島町,027-384-2750,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
Francfranc,棟高町,03-4216-4021,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
Bleu Bleuet,棟高町,027-310-9084,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
Headz Line,八島町,080-4107-6291,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
ホームバザー 高崎飯塚店,飯塚町,027-386-2626,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.341881,139.006836,town,gsi
ホームバザー 高崎中央店,下之城町,027-320-8118,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.308746,139.031006,town,gsi
三木造花装飾店,檜物町,027-322-5651,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.322926,139.006454,town,gsi
無印良品,棟高町,027-310-9641,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
無印良品,八島町,027-330-3656,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
メルティングポット,八島町,027-384-3588,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,OPA,36.32185,139.0112,town,gsi
森乃手仕事家,箕郷町下芝,080-5908-3992,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.3759,138.961197,town,gsi
山崎糸店,あら町,027-322-2395,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.322086,139.007858,town,gsi
油井原商店,吉井町吉井,027-387-2213,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.258095,138.986023,town,gsi
"ユナイテッドアローズ グリーンレーベル リラクシ
ング",八島町,027-310-5100,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,モントレー,36.32185,139.0112,town,gsi
Yogibo Store,棟高町,027-386-3664,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,イオンモール,36.385422,139.006836,town,gsi
リサイクルがんばる堂,下小鳥町,027-384-4039,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.353416,138.996078,town,gsi
レザーショップ シモカワ,高関町,027-325-9468,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.325771,139.027115,town,gsi
LOCOLOHA,筑縄町,027-381-6133,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.352173,138.987961,town,gsi
和雑貨のお店 潤居,矢中町,027-333-1250,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.310818,139.050934,town,gsi
渡辺金物店,新町,0274-42-0217,雑貨・だるま・工芸品・ギフト・金物・ハンコ等,,36.272076,139.111679,town,gsi
自転車・バイク,,自転車・バイ,自ク転車・バイク,,,,none,
I.S.Sオート,中室田町,027-393-6643,自転車・バイク,,36.413063,138.863174,town,gsi
あさひ自動車,菅谷町,027-310-0577,自転車・バイク,,36.378056,139.015472,town,gsi
市川サイクル,中居町,027-352-2353,自転車・バイク,,36.320415,139.037994,town,gsi
ウイングハギワラ,三ツ寺町,027-373-0162,自転車・バイク,,36.376621,138.993683,town,gsi
大沢モーターサイクル,吉井町吉井,027-387-2230,自転車・バイク,,36.258095,138.986023,town,gsi
大畠商会,新町,0274-42-1409,自転車・バイク,,36.272076,139.111679,town,gsi
大山サイクル,引間町,027-373-2168,自転車・バイク,,36.394512,139.010437,town,gsi
河野サイクル,倉賀野町,027-346-2489,自転車・バイク,,36.298168,139.057709,town,gsi
神戸サイクル,連雀町,027-322-5615,自転車・バイク,,36.324718,139.007156,town,gsi
黒沢輪店,飯塚町,027-361-2258,自転車・バイク,,36.341881,139.006836,town,gsi
小林モータース,飯塚町,090-1404-2806,自転車・バイク,,36.341881,139.006836,town,gsi
サイクルショップ しんせき,高関町,027-322-2955,自転車・バイク,,36.325771,139.027115,town,gsi
CYCLETECH-IKD,若松町,027-387-0230,自転車・バイク,,36.318119,139.004517,town,gsi
サイクルハウスWISH 高崎足門店,足門町,027-372-5550,自転車・バイク,,36.398323,138.991531,town,gsi
ＣＹＣＬＥ ＹＯＳＨＩＤＡ,問屋町,027-363-8161,自転車・バイク,,36.348717,139.008499,town,gsi
重田自転車店,江木町,027-322-2845,自転車・バイク,,36.331066,139.020416,town,gsi
清水輪店,沖町,027-343-6028,自転車・バイク,,36.362854,138.958527,town,gsi
ゼブラ自転車高崎販売,上中居町,027-322-0015,自転車・バイク,,36.31897,139.030075,town,gsi
武井自転車,山名町,027-346-2407,自転車・バイク,,36.279461,139.029343,town,gsi
塚越オートショップ,上並榎町,027-361-1922,自転車・バイク,,36.340405,138.986862,town,gsi
Bikeshop Fresh,飯塚町,027-384-2902,自転車・バイク,,36.341881,139.006836,town,gsi
宮一自転車商会,石原町,027-322-3810,自転車・バイク,,36.305721,138.99585,town,gsi
ヤマダモータース剣崎,剣崎町,027-344-1808,自転車・バイク,,36.344723,138.95549,town,gsi
ART'S FACTORY,島野町,027-329-6302,自動車,,36.337391,139.063797,town,gsi
飯塚モータース,大八木町,027-361-2487,自動車,,36.36134,138.999573,town,gsi
イエローハット 高崎小鳥店,緑町,027-363-1771,自動車,,36.350552,139.002823,town,gsi
イエローハット 前橋インター店,中尾町,027-370-8861,自動車,,36.369942,139.027267,town,gsi
石原オートサービス,八幡原町,027-347-4101,自動車,,36.296734,139.093857,town,gsi
乾モータース,中里見町,027-374-1924,自動車,,36.368881,138.905396,town,gsi
エスジーオート,下豊岡町,027-395-5959,自動車,,36.332787,138.985275,town,gsi
大島タイヤ商会 ミスタータイヤマン群馬町店,福島町,027-372-5832,自動車,,36.367016,139.000336,town,gsi
オートアールズ 高前バイパス店,緑町,027-364-6665,自動車,,36.350552,139.002823,town,gsi
オートウェイ高崎店,飯塚町,027-363-8211,自動車,,36.341881,139.006836,town,gsi
Auto garage Valiente,吉井町吉井川,027-377-5221,自動車,,36.249817,138.988113,town,gsi
オートショップ喜多野,新町,0274-42-8380,自動車,,36.272076,139.111679,town,gsi
オートバックス 高崎倉賀野店,倉賀野町,027-346-7771,自動車,,36.298168,139.057709,town,gsi
小椋自動車整備工場,大沢町,027-352-7554,自動車,,36.350918,139.063828,town,gsi
カーコンビニ倶楽部 石原自動車ボデー,八千代町,027-325-6754,自動車,,36.32378,138.993332,town,gsi
カーペイント,上小鳥町,027-361-2925,自動車,,36.356945,138.988312,town,gsi
金古自動車,金古町,027-373-1165,自動車,,36.412426,138.994278,town,gsi
ガレージ・クエスト,箕郷町生原,027-360-7255,自動車,,36.39695,138.970367,town,gsi
北原タイヤ商会,高関町,027-323-5988,自動車,,36.325771,139.027115,town,gsi
木戸原モータース,中室田町,027-374-2307,自動車,,36.413063,138.863174,town,gsi
GREYSTONE Carwash and Café,倉賀野町,027-395-4006,自動車,,36.298168,139.057709,town,gsi
群馬電装 販売部,南大類町,027-327-2891,自動車,,36.32637,139.042358,town,gsi
群馬電装 本社,江木町,027-323-3622,自動車,,36.331066,139.020416,town,gsi
群馬トヨタ自動車 高崎東町店,東町,027-323-8458,自動車,,36.325928,139.015869,town,gsi
群馬トヨタ自動車 高崎倉賀野店,倉賀野町,027-346-2811,自動車,,36.298168,139.057709,town,gsi
群馬トヨタ自動車 高崎問屋町店,問屋町,027-362-0211,自動車,,36.348717,139.008499,town,gsi
群馬トヨタ自動車 高前バイパス店,正観寺町,027-362-5168,自動車,,36.371819,139.018997,town,gsi
群馬トヨタ自動車 RVパーク,倉賀野町,027-346-2626,自動車,,36.298168,139.057709,town,gsi
群馬トヨタ自動車 GR Garage 高崎IC,島野町,027-353-8686,自動車,,36.337391,139.063797,town,gsi
群馬トヨタ自動車 高崎インター島野店,島野町,027-353-3611,自動車,,36.337391,139.063797,town,gsi
群馬トヨタ自動車 U.Park高崎江木店,江木町,027-386-9543,自動車,,36.331066,139.020416,town,gsi
群馬三菱自動車販売 中央店,小八木町,027-361-2233,自動車,,36.36195,139.014374,town,gsi
広栄自動車商会,下室田町,027-374-2228,自動車,,36.407383,138.892914,town,gsi
コバック高崎店,末広町,027-325-2563,自動車,,36.33466,139.008286,town,gsi
ジェームス 高崎問屋町店,問屋町,027-370-5164,自動車,,36.348717,139.008499,town,gsi
清水谷モータース,下室田町,027-374-0593,自動車,,36.407383,138.892914,town,gsi
清水モータース,中室田町,,自動車,,36.413063,138.863174,town,gsi
車検のコバック高崎町屋店,町屋町,027-344-2121,自動車,,36.353874,138.950592,town,gsi
祥和商事,下和田町,027-326-0082,自動車,,36.3148,139.011185,town,gsi
